geography_type_norm,geography_id,county_name,geography_desc_full,total_units,speed_25_3,speed_100_20,speed_1000_100,pct_broadband_25mbps,pct_broadband_100mbps,county_fips,math_score_avg,reading_score_avg,total_students,n_districts,broadband_category
county,01001,Autauga County,"Autauga County, AL",28718,1.0,1.0,0.553973118,100.0,100.0,01001,0.012808044417248,0.0124666143299755,98676.0,1.0,High-Speed
county,01003,Baldwin County,"Baldwin County, AL",149113,1.0,0.999979881,0.557852099,100.0,99.9979881,01003,-0.0044623620776612,-0.0046488923099746,301674.0,1.0,High-Speed
county,01005,Barbour County,"Barbour County, AL",15429,1.0,1.0,0.496208439,100.0,100.0,01005,-0.6192149666546775,-0.6184857324220224,38997.0,1.0,High-Speed
county,01011,Bullock County,"Bullock County, AL",5863,1.0,1.0,0.922394678,100.0,100.0,01011,-0.8865594495215932,-0.8846689093497582,14649.0,1.0,High-Speed
county,01013,Butler County,"Butler County, AL",12894,1.0,1.0,0.505196215,100.0,100.0,01013,-0.5406663562015582,-0.5396396519928115,31745.0,1.0,High-Speed
county,01015,Calhoun County,"Calhoun County, AL",64072,1.0,1.0,0.386299788,100.0,100.0,01015,-0.1826734623224747,-0.1826434139777425,177716.0,1.0,High-Speed
county,01017,Chambers County,"Chambers County, AL",19601,1.0,1.0,0.176827713,100.0,100.0,01017,-0.548676471340071,-0.548104245872649,46673.0,1.0,High-Speed
county,01019,Cherokee County,"Cherokee County, AL",19131,1.0,0.999947729,0.20192358,100.0,99.9947729,01019,-0.2610039142094332,-0.2607430039047942,40923.0,1.0,High-Speed
county,01021,Chilton County,"Chilton County, AL",24153,1.0,1.0,0.747484784,100.0,100.0,01021,-0.3173709737969176,-0.317237966545913,79048.0,1.0,High-Speed
county,01023,Choctaw County,"Choctaw County, AL",9560,1.0,1.0,0.071548117,100.0,100.0,01023,-0.6218596373607103,-0.6204047807195114,15944.0,1.0,High-Speed
county,01025,Clarke County,"Clarke County, AL",14739,1.0,1.0,0.043286519,100.0,100.0,01025,-0.440263247655406,-0.4399812017366946,43043.0,1.0,High-Speed
county,01027,Clay County,"Clay County, AL",8360,1.0,1.0,0.41423445,100.0,100.0,01027,-0.364808490321765,-0.3644466973374281,20524.0,1.0,High-Speed
county,01029,Cleburne County,"Cleburne County, AL",8384,1.0,1.0,0.177480916,100.0,100.0,01029,-0.09391395234063359,-0.0942035958335917,26019.0,1.0,High-Speed
county,01031,Coffee County,"Coffee County, AL",29433,1.0,1.0,0.925355893,100.0,100.0,01031,-0.0133534157659399,-0.013617270233412897,94933.0,1.0,High-Speed
county,01033,Colbert County,"Colbert County, AL",33109,1.0,1.0,0.469419191,100.0,100.0,01033,-0.12251688275458879,-0.1226255699327586,80441.0,1.0,High-Speed
county,01035,Conecuh County,"Conecuh County, AL",8644,1.0,1.0,0.001735308,100.0,100.0,01035,-0.4519361885924444,-0.4506849329075969,13570.0,1.0,High-Speed
county,01037,Coosa County,"Coosa County, AL",7980,1.0,1.0,0.363533835,100.0,100.0,01037,-0.4926019349736573,-0.4922862145018085,11193.0,1.0,High-Speed
county,01039,Covington County,"Covington County, AL",22874,1.0,1.0,0.852802308,100.0,100.0,01039,-0.1720748872662932,-0.1722863934666906,58118.0,1.0,High-Speed
county,01041,Crenshaw County,"Crenshaw County, AL",8506,1.0,1.0,0.684693158,100.0,100.0,01041,-0.3291331896321812,-0.3287133357006244,22368.0,1.0,High-Speed
county,01045,Dale County,"Dale County, AL",26700,1.0,1.0,0.883820225,100.0,100.0,01045,-0.2525425973655488,-0.2523475135236522,64837.0,1.0,High-Speed
county,01047,Dallas County,"Dallas County, AL",22969,1.0,1.0,0.088336453,100.0,100.0,01047,-0.6775370242696926,-0.6766712019652401,71881.0,1.0,High-Speed
county,01049,DeKalb County,"DeKalb County, AL",36055,1.0,1.0,0.756011649,100.0,100.0,01049,-0.4059599053006213,-0.4055841519516762,121859.0,1.0,High-Speed
county,01051,Elmore County,"Elmore County, AL",46764,1.0,1.0,0.493563425,100.0,100.0,01051,-0.2089873640714035,-0.2089607132596208,131281.0,1.0,High-Speed
county,01053,Escambia County,"Escambia County, AL",20991,1.0,0.999952361,0.001095708,100.0,99.9952361,01053,-0.241446564885395,-0.2412537900890619,56381.0,1.0,High-Speed
county,01055,Etowah County,"Etowah County, AL",57839,1.0,1.0,0.556717786,100.0,100.0,01055,-0.2372350533567747,-0.23728665205214272,151335.0,1.0,High-Speed
county,01057,Fayette County,"Fayette County, AL",9863,1.0,1.0,0.954476326,100.0,100.0,01057,-0.24806306668102404,-0.2483134348857555,24086.0,1.0,High-Speed
county,01059,Franklin County,"Franklin County, AL",17718,1.0,1.0,0.695168755,100.0,100.0,01059,-0.2609333866906619,-0.2611535916977559,58538.0,1.0,High-Speed
county,01061,Geneva County,"Geneva County, AL",15487,1.0,1.0,0.737198941,100.0,100.0,01061,-0.2691576688426966,-0.2687860051086867,41077.0,1.0,High-Speed
county,01063,Greene County,"Greene County, AL",5768,1.0,1.0,0.575762829,100.0,100.0,01063,-0.8486440876986856,-0.8463142122987152,12347.0,1.0,High-Speed
county,01065,Hale County,"Hale County, AL",10245,1.0,1.0,0.220888238,100.0,100.0,01065,-0.4117295121215226,-0.4113717971907637,27063.0,1.0,High-Speed
county,01067,Henry County,"Henry County, AL",11896,1.0,1.0,0.770258911,100.0,100.0,01067,-0.4300313907836583,-0.4296168107312423,27125.0,1.0,High-Speed
county,01069,Houston County,"Houston County, AL",60173,1.0,1.0,0.683462683,100.0,100.0,01069,-0.1440508006533803,-0.1440483130534118,155233.0,1.0,High-Speed
county,01071,Jackson County,"Jackson County, AL",29378,1.0,1.0,0.975764177,100.0,100.0,01071,-0.1691769561004783,-0.1692230815350628,83127.0,1.0,High-Speed
county,01073,Jefferson County,"Jefferson County, AL",352007,1.0,1.0,0.519753869,100.0,100.0,01073,-0.272929646455688,-0.2727874771383672,989222.0,1.0,High-Speed
county,01075,Lamar County,"Lamar County, AL",9331,1.0,1.0,0.999678491,100.0,100.0,01075,-0.3395645160031169,-0.3392094973198496,24020.0,1.0,High-Speed
county,01077,Lauderdale County,"Lauderdale County, AL",52441,1.0,1.0,0.4826567,100.0,100.0,01077,-0.0530231314870012,-0.0531896566482188,127313.0,1.0,High-Speed
county,01079,Lawrence County,"Lawrence County, AL",19708,1.0,1.0,0.829257154,100.0,100.0,01079,-0.2632894216433144,-0.2633834897321716,49166.0,1.0,High-Speed
county,01081,Lee County,"Lee County, AL",95600,1.0,0.99998954,0.523964435,100.0,99.998954,01081,-0.0334720087676964,-0.0335398882016559,230446.0,1.0,High-Speed
county,01083,Limestone County,"Limestone County, AL",51628,1.0,1.0,0.484368947,100.0,100.0,01083,-0.2295597709786595,-0.2295580969725019,120797.0,1.0,High-Speed
county,01085,Lowndes County,"Lowndes County, AL",6459,1.0,1.0,0.376528874,100.0,100.0,01085,-0.7932143525107901,-0.7916030725954216,16325.0,1.0,High-Speed
county,01087,Macon County,"Macon County, AL",11575,1.0,1.0,0.660907127,100.0,100.0,01087,-0.780430501514201,-0.7791886960728346,21368.0,1.0,High-Speed
county,01089,Madison County,"Madison County, AL",201547,1.0,1.0,0.896922306,100.0,100.0,01089,0.0381510094248398,0.0378885539251775,520582.0,1.0,High-Speed
county,01091,Marengo County,"Marengo County, AL",12217,1.0,1.0,0.623802898,100.0,100.0,01091,-0.3764223354275182,-0.3759789180228064,40163.0,1.0,High-Speed
county,01093,Marion County,"Marion County, AL",17484,1.0,1.0,1.0,100.0,100.0,01093,-0.0525308996989332,-0.053076236129005104,47677.0,1.0,High-Speed
county,01095,Marshall County,"Marshall County, AL",48612,1.0,0.999958858,0.461778985,100.0,99.9958858,01095,-0.1281787085902042,-0.1282996610842857,171650.0,1.0,High-Speed
county,01097,Mobile County,"Mobile County, AL",214177,1.0,1.0,0.552860485,100.0,100.0,01097,-0.2531251513487282,-0.253007063612652,617124.0,1.0,High-Speed
county,01099,Monroe County,"Monroe County, AL",13247,1.0,1.0,0.025741677,100.0,100.0,01099,-0.5369806387510687,-0.5363686407506106,37248.0,1.0,High-Speed
county,01101,Montgomery County,"Montgomery County, AL",133647,1.0,1.0,0.439059612,100.0,100.0,01101,-0.5787868924678528,-0.5782270222769389,315383.0,1.0,High-Speed
county,01103,Morgan County,"Morgan County, AL",63875,1.0,0.999968689,0.645197652,100.0,99.9968689,01103,-0.1608250634373554,-0.1608276484091475,195809.0,1.0,High-Speed
county,01109,Pike County,"Pike County, AL",19099,1.0,1.0,0.948426619,100.0,100.0,01109,-0.23520797701256527,-0.23501758240721293,42606.0,1.0,High-Speed
county,01111,Randolph County,"Randolph County, AL",15368,1.0,1.0,0.192477876,100.0,100.0,01111,-0.47701480160471327,-0.47652572446583485,38305.0,1.0,High-Speed
county,01113,Russell County,"Russell County, AL",32209,1.0,1.0,0.983513925,100.0,100.0,01113,-0.43536647739318185,-0.4348215129758758,90435.0,1.0,High-Speed
county,01115,St. Clair County,"St. Clair County, AL",49474,1.0,1.0,0.465214052,100.0,100.0,01115,-0.1620607292940843,-0.1620791910986528,129410.0,1.0,High-Speed
county,01117,Shelby County,"Shelby County, AL",102101,1.0,1.0,0.655302103,100.0,100.0,01117,0.060028648969998204,0.0597744012753991,357774.0,1.0,High-Speed
county,01119,Sumter County,"Sumter County, AL",8272,1.0,1.0,0.01426499,100.0,100.0,01119,-0.8937218231070034,-0.8920322569606811,17706.0,1.0,High-Speed
county,01121,Talladega County,"Talladega County, AL",47306,1.0,0.999957722,0.494398174,100.0,99.9957722,01121,-0.3384967653476751,-0.3382319845442818,122306.0,1.0,High-Speed
county,01123,Tallapoosa County,"Tallapoosa County, AL",27310,1.0,1.0,0.275942878,100.0,100.0,01123,-0.3452659236404446,-0.3450054090419606,60279.0,1.0,High-Speed
county,01125,Tuscaloosa County,"Tuscaloosa County, AL",119617,1.0,0.99999164,0.508840717,100.0,99.999164,01125,-0.3011802465665515,-0.3009649348224714,282320.0,1.0,High-Speed
county,01129,Washington County,"Washington County, AL",10473,1.0,1.0,0.010216748,100.0,100.0,01129,-0.4392256275418895,-0.4389872628321053,30903.0,1.0,High-Speed
county,01131,Wilcox County,"Wilcox County, AL",7175,1.0,1.0,0.116236934,100.0,100.0,01131,-0.8576923726099837,-0.8554289126038183,17866.0,1.0,High-Speed
county,01133,Winston County,"Winston County, AL",16551,1.0,1.0,0.891849435,100.0,100.0,01133,-0.253730115783425,-0.2537654970823338,42465.0,1.0,High-Speed
county,02013,Aleutians East Borough,"Aleutians East Borough, AK",1164,1.0,1.0,0.0,100.0,100.0,02013,-0.1630417451534873,-0.2016836095609328,1293.0,1.0,High-Speed
county,02016,Aleutians West Census Area,"Aleutians West Census Area, AK",1581,1.0,1.0,0.0,100.0,100.0,02016,0.1934224067589257,0.1765903798444861,2841.0,1.0,High-Speed
county,02020,Anchorage Municipality,"Anchorage Municipality, AK",136548,1.0,1.0,0.047272754,100.0,100.0,02020,-0.0078343761381729,-0.0111151923170167,299310.0,1.0,High-Speed
county,02050,Bethel Census Area,"Bethel Census Area, AK",7287,1.0,1.0,0.0,100.0,100.0,02050,-1.275067694674755,-1.265094253713411,31175.0,1.0,High-Speed
county,02060,Bristol Bay Borough,"Bristol Bay Borough, AK",1094,1.0,1.0,0.0,100.0,100.0,02060,-0.0443795901114555,-0.0856259763088407,965.0,1.0,High-Speed
county,02068,Denali Borough,"Denali Borough, AK",2124,1.0,1.0,0.11346516,100.0,100.0,02068,0.1536367449465066,0.1298799644457209,1370.0,1.0,High-Speed
county,02070,Dillingham Census Area,"Dillingham Census Area, AK",2542,1.0,1.0,0.0,100.0,100.0,02070,-0.8342780684120781,-0.8297362151276805,6825.0,1.0,High-Speed
county,02090,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",53777,1.0,1.0,0.103613069,100.0,100.0,02090,-0.0519523165072195,-0.0513352276444115,96063.0,1.0,High-Speed
county,02100,Haines Borough,"Haines Borough, AK",1778,1.0,1.0,0.59336333,100.0,100.0,02100,0.18806552248380629,0.1524732763273947,1543.0,1.0,High-Speed
county,02105,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, AK",2135,1.0,1.0,0.0,100.0,100.0,02105,-0.3313430479818266,-0.3397116459081465,1609.0,1.0,High-Speed
county,02110,Juneau City and Borough,"Juneau City and Borough, AK",16939,1.0,1.0,0.0,100.0,100.0,02110,0.0130580066919053,0.0070703006496992,29800.0,1.0,High-Speed
county,02122,Kenai Peninsula Borough,"Kenai Peninsula Borough, AK",40219,1.0,1.0,0.299783684,100.0,100.0,02122,0.1518599612705422,0.1494892126789805,55879.0,1.0,High-Speed
county,02130,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, AK",8004,1.0,1.0,0.980009995,100.0,100.0,02130,-0.0302148264150784,-0.0342687847561246,13279.0,1.0,High-Speed
county,02150,Kodiak Island Borough,"Kodiak Island Borough, AK",6708,1.0,1.0,0.0,100.0,100.0,02150,-0.0658131503692374,-0.0620084386083489,14689.0,1.0,High-Speed
county,02158,Kusilvak Census Area,"Kusilvak Census Area, AK",2919,1.0,1.0,0.0,100.0,100.0,02158,-1.320948901391004,-1.29677435883433,15890.0,1.0,High-Speed
county,02164,Lake and Peninsula Borough,"Lake and Peninsula Borough, AK",2457,1.0,1.0,0.0,100.0,100.0,02164,-0.2216266590272027,-0.2361701555330331,1879.0,1.0,High-Speed
county,02170,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, AK",56730,1.0,1.0,0.24056055,100.0,100.0,02170,0.022369549393573,0.0235886516068672,106879.0,1.0,High-Speed
county,02180,Nome Census Area,"Nome Census Area, AK",4876,1.0,1.0,0.0,100.0,100.0,02180,-0.4177884908204286,-0.4164105409229736,4402.0,1.0,High-Speed
county,02185,North Slope Borough,"North Slope Borough, AK",3070,1.0,1.0,0.0,100.0,100.0,02185,-0.8847607402095844,-0.8647540725387083,10350.0,1.0,High-Speed
county,02188,Northwest Arctic Borough,"Northwest Arctic Borough, AK",3090,1.0,1.0,0.0,100.0,100.0,02188,-1.062526561835477,-1.037663170079702,11937.0,1.0,High-Speed
county,02195,Petersburg Borough,"Petersburg Borough, AK",1802,1.0,1.0,0.487791343,100.0,100.0,02195,0.2536050889120978,0.2367387026924199,2928.0,1.0,High-Speed
county,02198,Prince of Wales-Hyder Census Area,"Prince of Wales-Hyder Census Area, AK",4334,1.0,1.0,0.253114905,100.0,100.0,02198,-0.23995051048274132,-0.2363854384311243,6613.0,1.0,High-Speed
county,02220,Sitka City and Borough,"Sitka City and Borough, AK",4566,1.0,1.0,0.0,100.0,100.0,02220,0.1021531058110605,0.0848467232218978,7472.0,1.0,High-Speed
county,02230,Skagway Municipality,"Skagway Municipality, AK",726,1.0,1.0,0.85399449,100.0,100.0,02230,0.6860834366065575,0.5739815046089314,325.0,1.0,High-Speed
county,02240,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, AK",5850,1.0,1.0,0.126153846,100.0,100.0,02240,-0.1365862935107641,-0.14544678568801273,7170.0,1.0,High-Speed
county,02275,Wrangell City and Borough,"Wrangell City and Borough, AK",1334,1.0,1.0,0.0,100.0,100.0,02275,0.2954077870821887,0.2856058326299267,1709.0,1.0,High-Speed
county,02282,Yakutat City and Borough,"Yakutat City and Borough, AK",466,1.0,1.0,0.0,100.0,100.0,02282,-0.2020492582959678,-0.1726622537201801,628.0,1.0,High-Speed
county,02290,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, AK",6243,1.0,1.0,0.0,100.0,100.0,02290,-0.6047334032483913,-0.587839083643181,7611.0,1.0,High-Speed
county,04001,Apache County,"Apache County, AZ",30795,1.0,1.0,0.002208151,100.0,100.0,04001,-0.6819650421756295,-0.6813368278347235,124698.0,1.0,High-Speed
county,04003,Cochise County,"Cochise County, AZ",67945,1.0,1.0,0.169799102,100.0,100.0,04003,-0.2076586500555083,-0.2078001565519421,178861.0,1.0,High-Speed
county,04005,Coconino County,"Coconino County, AZ",79175,1.0,1.0,0.019880013,100.0,100.0,04005,-0.3207424043110191,-0.3206198425617626,171106.0,1.0,High-Speed
county,04007,Gila County,"Gila County, AZ",36330,1.0,1.0,0.237792458,100.0,100.0,04007,-0.5376643004090517,-0.5369700832822413,65279.0,1.0,High-Speed
county,04009,Graham County,"Graham County, AZ",15987,1.0,1.0,0.493338337,100.0,100.0,04009,-0.0918522598817669,-0.0919068141103951,64272.0,1.0,High-Speed
county,04011,Greenlee County,"Greenlee County, AZ",5486,1.0,1.0,0.473933649,100.0,100.0,04011,-0.07163739522288969,-0.0713105330089976,14820.0,1.0,High-Speed
county,04012,La Paz County,"La Paz County, AZ",16326,1.0,1.0,0.000183756,100.0,100.0,04012,-0.5285011355179517,-0.5271656384289788,20962.0,1.0,High-Speed
county,04013,Maricopa County,"Maricopa County, AZ",2110626,1.0,0.99999621,0.748400238,100.0,99.999621,04013,-0.04775287084646549,-0.0477927736240501,6882977.0,1.0,High-Speed
county,04017,Navajo County,"Navajo County, AZ",64319,1.0,1.0,0.05740139,100.0,100.0,04017,-0.4338761904514902,-0.4335087936689019,184753.0,1.0,High-Speed
county,04019,Pima County,"Pima County, AZ",537567,1.0,0.999975817,0.43563314,100.0,99.9975817,04019,-0.1516170043015084,-0.1516827504387636,1314402.0,1.0,High-Speed
county,04021,Pinal County,"Pinal County, AZ",217753,1.0,1.0,0.575436389,100.0,100.0,04021,-0.2855092136825549,-0.2853010629394094,527559.0,1.0,High-Speed
county,04023,Santa Cruz County,"Santa Cruz County, AZ",22431,1.0,1.0,0.000936204,100.0,100.0,04023,-0.1868737786053738,-0.186710689448827,99983.0,1.0,High-Speed
county,04025,Yavapai County,"Yavapai County, AZ",145242,1.0,0.99995869,0.051851393,100.0,99.995869,04025,-0.0741361341922677,-0.0742220806077515,231025.0,1.0,High-Speed
county,04027,Yuma County,"Yuma County, AZ",110199,1.0,1.0,0.622183504,100.0,100.0,04027,-0.3330430168654047,-0.3330080675587026,335060.0,1.0,High-Speed
county,05001,Arkansas County,"Arkansas County, AR",10641,1.0,1.0,0.74306926,100.0,100.0,05001,-0.2626879943779647,-0.2622367475238476,29040.0,1.0,High-Speed
county,05003,Ashley County,"Ashley County, AR",11947,1.0,1.0,0.883569097,100.0,100.0,05003,-0.2603862890239064,-0.2600881478381511,36560.0,1.0,High-Speed
county,05005,Baxter County,"Baxter County, AR",26562,1.0,1.0,0.860740908,100.0,100.0,05005,0.0779313396183572,0.0776154467276138,50484.0,1.0,High-Speed
county,05009,Boone County,"Boone County, AR",20360,1.0,1.0,0.346168959,100.0,100.0,05009,0.2041130347771493,0.2036145666119271,58872.0,1.0,High-Speed
county,05011,Bradley County,"Bradley County, AR",6559,1.0,1.0,0.391828023,100.0,100.0,05011,-0.42454911567775644,-0.4233936804636713,20311.0,1.0,High-Speed
county,05013,Calhoun County,"Calhoun County, AR",3389,1.0,1.0,0.884626734,100.0,100.0,05013,-0.4765689406644025,-0.4743578691427139,5316.0,1.0,High-Speed
county,05019,Clark County,"Clark County, AR",12645,1.0,1.0,0.89070779,100.0,100.0,05019,-0.1698054519952081,-0.16975994497528776,28664.0,1.0,High-Speed
county,05021,Clay County,"Clay County, AR",9142,1.0,1.0,0.859986874,100.0,100.0,05021,-0.1735008984794743,-0.17336451903944844,24219.0,1.0,High-Speed
county,05023,Cleburne County,"Cleburne County, AR",19231,1.0,1.0,0.678643856,100.0,100.0,05023,-0.0290295780033024,-0.0291120997034249,31971.0,1.0,High-Speed
county,05027,Columbia County,"Columbia County, AR",13189,1.0,1.0,0.682007734,100.0,100.0,05027,-0.2418904622736037,-0.2414164908836039,33417.0,1.0,High-Speed
county,05031,Craighead County,"Craighead County, AR",57065,1.0,1.0,0.715394725,100.0,100.0,05031,-0.0632196922650786,-0.0632762748894221,169026.0,1.0,High-Speed
county,05033,Crawford County,"Crawford County, AR",30188,1.0,1.0,0.716244866,100.0,100.0,05033,-0.17820042092930177,-0.1780388686763237,107895.0,1.0,High-Speed
county,05035,Crittenden County,"Crittenden County, AR",24748,1.0,1.0,0.615160821,100.0,100.0,05035,-0.343480643425838,-0.3431730501045604,101449.0,1.0,High-Speed
county,05037,Cross County,"Cross County, AR",9338,1.0,1.0,0.542728636,100.0,100.0,05037,-0.0991410719589994,-0.099142843724808,33345.0,1.0,High-Speed
county,05039,Dallas County,"Dallas County, AR",4681,1.0,1.0,0.580858791,100.0,100.0,05039,-0.48561733191743695,-0.48389630155608254,9219.0,1.0,High-Speed
county,05041,Desha County,"Desha County, AR",7002,1.0,1.0,0.1809483,100.0,100.0,05041,-0.472619646846355,-0.4717265916697657,25366.0,1.0,High-Speed
county,05045,Faulkner County,"Faulkner County, AR",61518,1.0,0.999983745,0.797425144,100.0,99.9983745,05045,0.160476091728068,0.1601605420047397,176497.0,1.0,High-Speed
county,05047,Franklin County,"Franklin County, AR",9887,1.0,1.0,0.823606756,100.0,100.0,05047,0.0237801610645388,0.0234303482361863,32553.0,1.0,High-Speed
county,05049,Fulton County,"Fulton County, AR",7952,1.0,1.0,0.904929577,100.0,100.0,05049,0.2405280456603389,0.2386083749087212,15508.0,1.0,High-Speed
county,05051,Garland County,"Garland County, AR",60627,1.0,1.0,0.443317334,100.0,100.0,05051,-0.0295144076749151,-0.0295532717165511,144200.0,1.0,High-Speed
county,05053,Grant County,"Grant County, AR",9614,1.0,1.0,0.929061785,100.0,100.0,05053,-0.0229529487929327,-0.0231883204520876,35528.0,1.0,High-Speed
county,05055,Greene County,"Greene County, AR",22581,1.0,1.0,0.997741464,100.0,100.0,05055,-0.1867043835407429,-0.1865687870732956,72428.0,1.0,High-Speed
county,05057,Hempstead County,"Hempstead County, AR",12012,1.0,1.0,0.851814852,100.0,100.0,05057,-0.4624640638787759,-0.4617635482425465,33706.0,1.0,High-Speed
county,05059,Hot Spring County,"Hot Spring County, AR",16843,1.0,1.0,0.956302321,100.0,100.0,05059,-0.0955458194323043,-0.09555156667647861,51686.0,1.0,High-Speed
county,05061,Howard County,"Howard County, AR",7293,1.0,1.0,0.742629919,100.0,100.0,05061,-0.1539856388641705,-0.1538568632254973,29272.0,1.0,High-Speed
county,05063,Independence County,"Independence County, AR",20311,1.0,1.0,0.384668406,100.0,100.0,05063,-0.0838333495309957,-0.0838562910042444,59750.0,1.0,High-Speed
county,05065,Izard County,"Izard County, AR",9253,1.0,1.0,0.764724954,100.0,100.0,05065,-0.0121747178785708,-0.0124237546774049,17299.0,1.0,High-Speed
county,05067,Jackson County,"Jackson County, AR",8858,1.0,1.0,0.717769248,100.0,100.0,05067,-0.061946141191668,-0.0618815430001839,20237.0,1.0,High-Speed
county,05071,Johnson County,"Johnson County, AR",13921,1.0,1.0,0.788808275,100.0,100.0,05071,-0.1829872187290487,-0.1830273620027648,45903.0,1.0,High-Speed
county,05073,Lafayette County,"Lafayette County, AR",5098,1.0,1.0,0.786975284,100.0,100.0,05073,-0.3969428713066702,-0.395488360980049,10036.0,1.0,High-Speed
county,05075,Lawrence County,"Lawrence County, AR",9490,1.0,1.0,0.894731296,100.0,100.0,05075,-0.2178916378201249,-0.2176405315723915,29936.0,1.0,High-Speed
county,05077,Lee County,"Lee County, AR",4870,1.0,1.0,0.038398357,100.0,100.0,05077,-0.9443066019253148,-0.94059767675279,7705.0,1.0,High-Speed
county,05079,Lincoln County,"Lincoln County, AR",5653,1.0,1.0,0.373076243,100.0,100.0,05079,-0.3843948192117723,-0.3835463603960814,15360.0,1.0,High-Speed
county,05081,Little River County,"Little River County, AR",7779,1.0,1.0,0.464069932,100.0,100.0,05081,-0.2786723736779274,-0.2781907899723557,19691.0,1.0,High-Speed
county,05083,Logan County,"Logan County, AR",12151,1.0,1.0,0.789976134,100.0,100.0,05083,-0.1195061773760849,-0.1193934202734174,33704.0,1.0,High-Speed
county,05085,Lonoke County,"Lonoke County, AR",35609,1.0,1.0,0.889943554,100.0,100.0,05085,0.0473086373943291,0.0471525783361738,133720.0,1.0,High-Speed
county,05087,Madison County,"Madison County, AR",10184,1.0,1.0,0.925765907,100.0,100.0,05087,-0.12234822459214752,-0.1223496485553842,24759.0,1.0,High-Speed
county,05089,Marion County,"Marion County, AR",11030,1.0,1.0,0.604533092,100.0,100.0,05089,-0.1673830965477514,-0.1672598649676892,16383.0,1.0,High-Speed
county,05091,Miller County,"Miller County, AR",22583,1.0,1.0,0.832528893,100.0,100.0,05091,-0.2797859522189137,-0.2792969557737957,60693.0,1.0,High-Speed
county,05093,Mississippi County,"Mississippi County, AR",23685,1.0,1.0,0.373358666,100.0,100.0,05093,-0.3997822071971471,-0.39924618116854316,85671.0,1.0,High-Speed
county,05097,Montgomery County,"Montgomery County, AR",6885,1.0,1.0,0.367901235,100.0,100.0,05097,-0.1565619404544503,-0.1565067501308148,12169.0,1.0,High-Speed
county,05101,Newton County,"Newton County, AR",6038,1.0,1.0,0.036932759,100.0,100.0,05101,-0.3087158634867187,-0.3084577787757458,10462.0,1.0,High-Speed
county,05103,Ouachita County,"Ouachita County, AR",14039,1.0,1.0,0.547047511,100.0,100.0,05103,-0.43026551194418317,-0.42969248512302627,38906.0,1.0,High-Speed
county,05105,Perry County,"Perry County, AR",5948,1.0,1.0,0.873402824,100.0,100.0,05105,-0.1390773905567965,-0.1389836026974177,15145.0,1.0,High-Speed
county,05107,Phillips County,"Phillips County, AR",10843,1.0,1.0,0.066586738,100.0,100.0,05107,-0.5644972543650048,-0.5634993968102842,36325.0,1.0,High-Speed
county,05109,Pike County,"Pike County, AR",6515,1.0,1.0,0.984343822,100.0,100.0,05109,-0.2665946298810217,-0.2661395132705536,17756.0,1.0,High-Speed
county,05111,Poinsett County,"Poinsett County, AR",9474,1.0,1.0,0.522377032,100.0,100.0,05111,-0.2681260810131841,-0.2676906264341067,40467.0,1.0,High-Speed
county,05113,Polk County,"Polk County, AR",11930,1.0,1.0,0.588600168,100.0,100.0,05113,-0.0394426757999872,-0.0396486905846373,31159.0,1.0,High-Speed
county,05117,Prairie County,"Prairie County, AR",5271,1.0,1.0,0.297856194,100.0,100.0,05117,-0.0828563465301674,-0.0826704813721731,11453.0,1.0,High-Speed
county,05119,Pulaski County,"Pulaski County, AR",232696,1.0,0.999995703,0.811294565,100.0,99.9995703,05119,-0.3699743098771229,-0.3695457514173395,536997.0,1.0,High-Speed
county,05121,Randolph County,"Randolph County, AR",10919,1.0,1.0,0.707116036,100.0,100.0,05121,-0.1317533325336775,-0.1316695680694991,23595.0,1.0,High-Speed
county,05123,St. Francis County,"St. Francis County, AR",11900,1.0,1.0,0.483697479,100.0,100.0,05123,-0.7471123314207496,-0.7450796173448475,34201.0,1.0,High-Speed
county,05125,Saline County,"Saline County, AR",59888,1.0,0.999949906,0.739463666,100.0,99.9949906,05125,0.1454926032830355,0.1452097959211154,174188.0,1.0,High-Speed
county,05127,Scott County,"Scott County, AR",6143,1.0,1.0,0.772749471,100.0,100.0,05127,-0.2291866491759477,-0.2287405189776879,22945.0,1.0,High-Speed
county,05129,Searcy County,"Searcy County, AR",6004,1.0,1.0,0.755163225,100.0,100.0,05129,0.0636189202595036,0.0631996903640982,10230.0,1.0,High-Speed
county,05131,Sebastian County,"Sebastian County, AR",65830,1.0,1.0,0.721130184,100.0,100.0,05131,-0.0723249648668209,-0.0723054452116565,190678.0,1.0,High-Speed
county,05133,Sevier County,"Sevier County, AR",8262,1.0,1.0,0.864076495,100.0,100.0,05133,-0.0023739463255207,-0.0024692941332436,31823.0,1.0,High-Speed
county,05135,Sharp County,"Sharp County, AR",11614,1.0,1.0,0.548820389,100.0,100.0,05135,-0.0358534758363786,-0.0359912589275986,28544.0,1.0,High-Speed
county,05137,Stone County,"Stone County, AR",8061,1.0,1.0,0.390398214,100.0,100.0,05137,0.0650189063779182,0.0641187614437614,16934.0,1.0,High-Speed
